省市別,縣市別,選區別,鄉鎮市區,投開票所編號,0/候選人得票數,0/當選註記,0/得票率,1/候選人得票數,1/當選註記,1/得票率,2/候選人得票數,2/當選註記,2/得票率,3/候選人得票數,3/當選註記,3/得票率,4/候選人得票數,4/當選註記,4/得票率,5/候選人得票數,5/當選註記,5/得票率,6/候選人得票數,6/當選註記,6/得票率,7/候選人得票數,7/當選註記,7/得票率,8/候選人得票數,8/當選註記,8/得票率,9/候選人得票數,9/當選註記,9/得票率,10/候選人得票數,10/當選註記,10/得票率,11/候選人得票數,11/當選註記,11/得票率,12/候選人得票數,12/當選註記,12/得票率,13/候選人得票數,13/當選註記,13/得票率,14/候選人得票數,14/當選註記,14/得票率,15/候選人得票數,15/當選註記,15/得票率,16/候選人得票數,16/當選註記,16/得票率,17/候選人得票數,17/當選註記,17/得票率,18/候選人得票數,18/當選註記,18/得票率,19/候選人得票數,19/當選註記,19/得票率,有效票數,無效票數,投票數,已領未投票數,發出票數,用餘票數,選舉人數,投票率,應送投開票所數,已送投開票所數
7,02,14,04,0000,217,,21.15,317,*,30.9,277,*,27,215,,20.96,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1026,19,1045,0,1045,396,1441,72.52,9,9
7,02,14,04,0408,6,,15.38,5,*,12.82,13,*,33.33,15,,38.46,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,1,40,0,40,10,50,80,1,1
7,02,14,04,0409,4,,10.81,26,*,70.27,1,*,2.7,6,,16.22,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,37,0,37,0,37,12,49,75.51,1,1
7,02,14,04,0410,57,,28.08,51,*,25.12,66,*,32.51,29,,14.29,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,203,2,205,0,205,86,291,70.45,1,1
7,02,14,04,0411,46,,18.18,44,*,17.39,62,*,24.51,101,,39.92,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,253,5,258,0,258,108,366,70.49,1,1
7,02,14,04,0412,99,,21.2,185,*,39.61,126,*,26.98,57,,12.21,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,467,10,477,0,477,176,653,73.05,1,1
7,02,14,04,0413,2,,28.57,1,*,14.29,3,*,42.86,1,,14.29,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,1,8,0,8,1,9,88.89,1,1
7,02,14,04,0414,3,,23.08,3,*,23.08,6,*,46.15,1,,7.69,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,0,13,0,13,2,15,86.67,1,1
7,02,14,04,0415,0,,0,1,*,25,0,*,0,3,,75,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,0,4,0,4,1,5,80,1,1
7,02,14,04,0416,0,,0,1,*,33.33,0,*,0,2,,66.67,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,0,3,0,3,0,3,100,1,1
7,07,24,04,0000,687,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,687,157,844,0,844,209,1053,80.15,8,8
7,07,24,04,0606,155,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,155,21,176,0,176,39,215,81.86,1,1
7,07,24,04,0607,93,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,93,14,107,0,107,16,123,86.99,1,1
7,07,24,04,0608,27,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,6,33,0,33,9,42,78.57,1,1
7,07,24,04,0609,170,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,170,60,230,0,230,75,305,75.41,1,1
7,07,24,04,0610,107,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,107,17,124,0,124,21,145,85.52,1,1
7,07,24,04,0611,104,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,104,30,134,0,134,40,174,77.01,1,1
7,07,24,04,0612,15,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,6,21,0,21,5,26,80.77,1,1
7,07,24,04,0613,16,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,3,19,0,19,4,23,82.61,1,1
7,09,01,05,0000,1462,*,47.48,237,,7.7,522,*,16.95,378,,12.28,480,,15.59,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3079,124,3203,1,3204,2814,6018,53.22,81,81
7,09,01,05,0001,13,*,65,1,,5,2,*,10,2,,10,2,,10,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,3,23,0,23,24,47,48.94,1,1
7,09,01,05,0002,9,*,33.33,3,,11.11,4,*,14.81,5,,18.52,6,,22.22,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,4,31,0,31,21,52,59.62,1,1
7,09,01,05,0003,24,*,61.54,1,,2.56,2,*,5.13,2,,5.13,10,,25.64,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,2,41,0,41,34,75,54.67,1,1
7,09,01,05,0004,12,*,38.71,3,,9.68,7,*,22.58,3,,9.68,6,,19.35,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,31,1,32,0,32,42,74,43.24,1,1
7,09,01,05,0005,32,*,59.26,7,,12.96,7,*,12.96,5,,9.26,3,,5.56,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,54,2,56,0,56,37,93,60.22,1,1
7,09,01,05,0006,6,*,23.08,1,,3.85,7,*,26.92,6,,23.08,6,,23.08,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,26,1,27,0,27,38,65,41.54,1,1
7,09,01,05,0007,26,*,54.17,4,,8.33,7,*,14.58,9,,18.75,2,,4.17,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,48,1,49,0,49,41,90,54.44,1,1
7,09,01,05,0008,19,*,51.35,4,,10.81,8,*,21.62,4,,10.81,2,,5.41,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,37,4,41,0,41,23,64,64.06,1,1
7,09,01,05,0009,51,*,52.58,4,,4.12,9,*,9.28,19,,19.59,14,,14.43,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,97,3,100,0,100,76,176,56.82,1,1
7,09,01,05,0010,26,*,44.07,6,,10.17,7,*,11.86,11,,18.64,9,,15.25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,59,2,61,0,61,70,131,46.56,1,1
7,09,01,05,0011,29,*,43.28,1,,1.49,10,*,14.93,14,,20.9,13,,19.4,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,67,2,69,0,69,56,125,55.2,1,1
7,09,01,05,0012,21,*,37.5,0,,0,10,*,17.86,20,,35.71,5,,8.93,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,56,1,57,0,57,56,113,50.44,1,1
7,09,01,05,0013,43,*,35.54,5,,4.13,17,*,14.05,49,,40.5,7,,5.79,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,121,4,125,0,125,72,197,63.45,1,1
7,09,01,05,0014,10,*,21.74,5,,10.87,22,*,47.83,5,,10.87,4,,8.7,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,46,2,48,0,48,24,72,66.67,1,1
7,09,01,05,0015,5,*,17.24,0,,0,5,*,17.24,9,,31.03,10,,34.48,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,29,4,33,0,33,35,68,48.53,1,1
7,09,01,05,0016,22,*,55,2,,5,5,*,12.5,7,,17.5,4,,10,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,40,1,41,0,41,31,72,56.94,1,1
7,09,01,05,0017,25,*,49.02,4,,7.84,4,*,7.84,14,,27.45,4,,7.84,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,51,1,52,0,52,48,100,52,1,1
7,09,01,05,0018,28,*,59.57,3,,6.38,6,*,12.77,4,,8.51,6,,12.77,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,47,3,50,0,50,50,100,50,1,1
7,09,01,05,0019,24,*,51.06,3,,6.38,7,*,14.89,8,,17.02,5,,10.64,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,47,4,51,0,51,55,106,48.11,1,1
7,09,01,05,0020,26,*,50.98,0,,0,11,*,21.57,8,,15.69,6,,11.76,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,51,0,51,0,51,47,98,52.04,1,1
7,09,01,05,0021,2,*,22.22,4,,44.44,1,*,11.11,1,,11.11,1,,11.11,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,0,9,0,9,4,13,69.23,1,1
7,09,01,05,0022,8,*,42.11,3,,15.79,0,*,0,3,,15.79,5,,26.32,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,0,19,0,19,19,38,50,1,1
7,09,01,05,0023,0,*,0,0,,0,0,*,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,2,0,1,1
7,09,01,05,0024,1,*,25,1,,25,1,*,25,1,,25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,0,4,0,4,8,12,33.33,1,1
7,09,01,05,0025,3,*,42.86,0,,0,0,*,0,3,,42.86,1,,14.29,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,0,7,0,7,18,25,28,1,1
7,09,01,05,0026,0,*,0,0,,0,3,*,50,0,,0,3,,50,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,1,7,0,7,11,18,38.89,1,1
7,09,01,05,0027,2,*,22.22,0,,0,2,*,22.22,1,,11.11,4,,44.44,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,0,9,0,9,6,15,60,1,1
7,09,01,05,0028,9,*,69.23,1,,7.69,0,*,0,2,,15.38,1,,7.69,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,1,14,0,14,18,32,43.75,1,1
7,09,01,05,0029,2,*,66.67,0,,0,1,*,33.33,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,0,3,0,3,7,10,30,1,1
7,09,01,05,0030,0,*,0,2,,40,2,*,40,0,,0,1,,20,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,1,6,0,6,5,11,54.55,1,1
7,09,01,05,0031,2,*,50,0,,0,1,*,25,1,,25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,1,5,0,5,4,9,55.56,1,1
7,09,01,05,0032,2,*,33.33,0,,0,0,*,0,0,,0,4,,66.67,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,0,6,1,7,9,16,37.5,1,1
7,09,01,05,0033,6,*,50,0,,0,2,*,16.67,3,,25,1,,8.33,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,1,13,0,13,22,35,37.14,1,1
7,09,01,05,0034,6,*,54.55,1,,9.09,1,*,9.09,0,,0,3,,27.27,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,0,11,0,11,17,28,39.29,1,1
7,09,01,05,0035,16,*,59.26,1,,3.7,6,*,22.22,2,,7.41,2,,7.41,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,2,29,0,29,25,54,53.7,1,1
7,09,01,05,0036,4,*,36.36,1,,9.09,0,*,0,2,,18.18,4,,36.36,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,0,11,0,11,20,31,35.48,1,1
7,09,01,05,0037,6,*,85.71,0,,0,1,*,14.29,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,0,7,0,7,16,23,30.43,1,1
7,09,01,05,0038,9,*,56.25,1,,6.25,1,*,6.25,2,,12.5,3,,18.75,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,0,16,0,16,11,27,59.26,1,1
7,09,01,05,0039,32,*,51.61,3,,4.84,8,*,12.9,3,,4.84,16,,25.81,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,62,4,66,0,66,45,111,59.46,1,1
7,09,01,05,0040,25,*,48.08,0,,0,6,*,11.54,1,,1.92,20,,38.46,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,52,2,54,0,54,52,106,50.94,1,1
7,09,01,05,0041,7,*,63.64,0,,0,1,*,9.09,3,,27.27,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,0,11,0,11,18,29,37.93,1,1
7,09,01,05,0042,7,*,50,1,,7.14,1,*,7.14,3,,21.43,2,,14.29,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,4,18,0,18,18,36,50,1,1
7,09,01,05,0043,4,*,22.22,3,,16.67,5,*,27.78,3,,16.67,3,,16.67,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,3,21,0,21,29,50,42,1,1
7,09,01,05,0044,64,*,54.24,12,,10.17,8,*,6.78,16,,13.56,18,,15.25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,118,4,122,0,122,83,205,59.51,1,1
7,09,01,05,0045,71,*,50.71,10,,7.14,17,*,12.14,10,,7.14,32,,22.86,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,140,3,143,0,143,91,234,61.11,1,1
7,09,01,05,0046,40,*,52.63,5,,6.58,8,*,10.53,3,,3.95,20,,26.32,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,76,4,80,0,80,62,142,56.34,1,1
7,09,01,05,0047,6,*,24,2,,8,4,*,16,6,,24,7,,28,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,0,25,0,25,21,46,54.35,1,1
7,09,01,05,0048,8,*,36.36,2,,9.09,6,*,27.27,1,,4.55,5,,22.73,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,0,22,0,22,24,46,47.83,1,1
7,09,01,05,0049,6,*,40,0,,0,5,*,33.33,0,,0,4,,26.67,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,2,17,0,17,36,53,32.08,1,1
7,09,01,05,0050,8,*,47.06,1,,5.88,5,*,29.41,0,,0,3,,17.65,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,0,17,0,17,11,28,60.71,1,1
7,09,01,05,0051,6,*,33.33,2,,11.11,0,*,0,1,,5.56,9,,50,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,1,19,0,19,10,29,65.52,1,1
7,09,01,05,0052,4,*,28.57,0,,0,3,*,21.43,1,,7.14,6,,42.86,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,1,15,0,15,15,30,50,1,1
7,09,01,05,0053,0,*,0,1,,25,1,*,25,0,,0,2,,50,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,1,5,0,5,8,13,38.46,1,1
7,09,01,05,0054,9,*,39.13,1,,4.35,8,*,34.78,2,,8.7,3,,13.04,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,0,23,0,23,55,78,29.49,1,1
7,09,01,05,0055,11,*,50,2,,9.09,6,*,27.27,0,,0,3,,13.64,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,1,23,0,23,14,37,62.16,1,1
7,09,01,05,0056,10,*,71.43,0,,0,1,*,7.14,1,,7.14,2,,14.29,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,0,14,0,14,20,34,41.18,1,1
7,09,01,05,0057,8,*,34.78,4,,17.39,2,*,8.7,4,,17.39,5,,21.74,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,2,25,0,25,28,53,47.17,1,1
7,09,01,05,0058,10,*,38.46,3,,11.54,2,*,7.69,5,,19.23,6,,23.08,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,26,1,27,0,27,35,62,43.55,1,1
7,09,01,05,0059,10,*,45.45,1,,4.55,1,*,4.55,6,,27.27,4,,18.18,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,0,22,0,22,19,41,53.66,1,1
7,09,01,05,0060,3,*,60,1,,20,1,*,20,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,0,5,0,5,15,20,25,1,1
7,09,01,05,0061,19,*,86.36,0,,0,1,*,4.55,1,,4.55,1,,4.55,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,1,23,0,23,23,46,50,1,1
7,09,01,05,0062,23,*,76.67,1,,3.33,4,*,13.33,1,,3.33,1,,3.33,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,30,0,30,0,30,15,45,66.67,1,1
