省市別,縣市別,選區別,鄉鎮市區,投開票所編號,0/候選人得票數,0/當選註記,0/得票率,1/候選人得票數,1/當選註記,1/得票率,2/候選人得票數,2/當選註記,2/得票率,3/候選人得票數,3/當選註記,3/得票率,4/候選人得票數,4/當選註記,4/得票率,5/候選人得票數,5/當選註記,5/得票率,6/候選人得票數,6/當選註記,6/得票率,7/候選人得票數,7/當選註記,7/得票率,8/候選人得票數,8/當選註記,8/得票率,9/候選人得票數,9/當選註記,9/得票率,10/候選人得票數,10/當選註記,10/得票率,11/候選人得票數,11/當選註記,11/得票率,12/候選人得票數,12/當選註記,12/得票率,13/候選人得票數,13/當選註記,13/得票率,14/候選人得票數,14/當選註記,14/得票率,15/候選人得票數,15/當選註記,15/得票率,16/候選人得票數,16/當選註記,16/得票率,17/候選人得票數,17/當選註記,17/得票率,18/候選人得票數,18/當選註記,18/得票率,19/候選人得票數,19/當選註記,19/得票率,有效票數,無效票數,投票數,已領未投票數,發出票數,用餘票數,選舉人數,投票率,應送投開票所數,已送投開票所數
7,09,01,05,0063,11,*,57.89,0,,0,3,*,15.79,0,,0,5,,26.32,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,0,19,0,19,16,35,54.29,1,1
7,09,01,05,0064,12,*,44.44,5,,18.52,5,*,18.52,1,,3.7,4,,14.81,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,2,29,0,29,41,70,41.43,1,1
7,09,01,05,0065,15,*,51.72,2,,6.9,6,*,20.69,4,,13.79,2,,6.9,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,29,4,33,0,33,57,90,36.67,1,1
7,09,01,05,0066,13,*,35.14,3,,8.11,5,*,13.51,7,,18.92,9,,24.32,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,37,5,42,0,42,57,99,42.42,1,1
7,09,01,05,0067,18,*,38.3,0,,0,19,*,40.43,5,,10.64,5,,10.64,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,47,2,49,0,49,67,116,42.24,1,1
7,09,01,05,0068,72,*,65.45,8,,7.27,14,*,12.73,6,,5.45,10,,9.09,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,110,4,114,0,114,93,207,55.07,1,1
7,09,01,05,0069,8,*,24.24,2,,6.06,18,*,54.55,0,,0,5,,15.15,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,33,1,34,0,34,19,53,64.15,1,1
7,09,01,05,0070,25,*,40.98,4,,6.56,22,*,36.07,2,,3.28,8,,13.11,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,61,2,63,0,63,54,117,53.85,1,1
7,09,01,05,0071,17,*,43.59,2,,5.13,13,*,33.33,1,,2.56,6,,15.38,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,3,42,0,42,36,78,53.85,1,1
7,09,01,05,0072,9,*,33.33,1,,3.7,10,*,37.04,2,,7.41,5,,18.52,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,0,27,0,27,32,59,45.76,1,1
7,09,01,05,0073,17,*,36.96,5,,10.87,12,*,26.09,3,,6.52,9,,19.57,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,46,1,47,0,47,35,82,57.32,1,1
7,09,01,05,0074,12,*,33.33,4,,11.11,11,*,30.56,0,,0,9,,25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,36,1,37,0,37,51,88,42.05,1,1
7,09,01,05,0075,17,*,50,4,,11.76,11,*,32.35,0,,0,2,,5.88,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,34,0,34,0,34,23,57,59.65,1,1
7,09,01,05,0076,26,*,39.39,8,,12.12,9,*,13.64,9,,13.64,14,,21.21,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,66,3,69,0,69,52,121,57.02,1,1
7,09,01,05,0077,32,*,38.55,20,,24.1,14,*,16.87,8,,9.64,9,,10.84,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,83,2,85,0,85,47,132,64.39,1,1
7,09,01,05,0078,27,*,61.36,0,,0,11,*,25,1,,2.27,5,,11.36,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,44,1,45,0,45,42,87,51.72,1,1
7,09,01,05,0079,37,*,62.71,3,,5.08,11,*,18.64,1,,1.69,7,,11.86,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,59,1,60,0,60,68,128,46.88,1,1
7,09,01,05,0080,28,*,71.79,2,,5.13,3,*,7.69,3,,7.69,3,,7.69,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,1,40,0,40,22,62,64.52,1,1
7,09,01,05,0081,146,*,50.69,37,,12.85,42,*,14.58,29,,10.07,34,,11.81,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,288,5,293,0,293,153,446,65.7,1,1
7,09,02,04,0000,460,,27.46,643,*,38.39,572,*,34.15,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1675,70,1745,0,1745,1287,3032,57.55,19,19
7,09,02,04,0082,0,,0,0,*,0,4,*,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,1,5,0,5,0,5,100,1,1
7,09,02,04,0083,7,,21.21,14,*,42.42,12,*,36.36,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,33,4,37,0,37,16,53,69.81,1,1
7,09,02,04,0084,2,,11.76,11,*,64.71,4,*,23.53,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,0,17,0,17,9,26,65.38,1,1
7,09,02,04,0085,8,,40,6,*,30,6,*,30,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,1,21,0,21,8,29,72.41,1,1
7,09,02,04,0086,5,,35.71,6,*,42.86,3,*,21.43,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,1,15,0,15,7,22,68.18,1,1
7,09,02,04,0087,26,,22.81,55,*,48.25,33,*,28.95,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,114,13,127,0,127,91,218,58.26,1,1
7,09,02,04,0088,14,,21.88,30,*,46.88,20,*,31.25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,64,3,67,0,67,52,119,56.3,1,1
7,09,02,04,0089,85,,39.53,69,*,32.09,61,*,28.37,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,215,3,218,0,218,143,361,60.39,1,1
7,09,02,04,0090,72,,32,65,*,28.89,88,*,39.11,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,225,9,234,0,234,171,405,57.78,1,1
7,09,02,04,0091,7,,38.89,3,*,16.67,8,*,44.44,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,0,18,0,18,19,37,48.65,1,1
7,09,02,04,0092,53,,33.76,67,*,42.68,37,*,23.57,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,157,3,160,0,160,107,267,59.93,1,1
7,09,02,04,0093,38,,24.05,94,*,59.49,26,*,16.46,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,158,8,166,0,166,114,280,59.29,1,1
7,09,02,04,0094,20,,31.75,31,*,49.21,12,*,19.05,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,63,2,65,0,65,82,147,44.22,1,1
7,09,02,04,0095,11,,14.29,23,*,29.87,43,*,55.84,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,77,4,81,0,81,73,154,52.6,1,1
7,09,02,04,0096,37,,31.09,49,*,41.18,33,*,27.73,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,119,1,120,0,120,107,227,52.86,1,1
7,09,02,04,0097,22,,33.33,20,*,30.3,24,*,36.36,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,66,5,71,0,71,71,142,50,1,1
7,09,02,04,0098,16,,14.95,55,*,51.4,36,*,33.64,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,107,5,112,0,112,98,210,53.33,1,1
7,09,02,04,0099,20,,17.24,34,*,29.31,62,*,53.45,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,116,5,121,0,121,77,198,61.11,1,1
7,09,02,04,0100,17,,19.32,11,*,12.5,60,*,68.18,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,88,2,90,0,90,42,132,68.18,1,1
7,09,04,04,0000,2902,*,66.44,1466,*,33.56,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4368,266,4634,0,4634,4120,8754,52.94,59,59
7,09,04,04,0115,27,*,87.1,4,*,12.9,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,31,0,31,0,31,45,76,40.79,1,1
7,09,04,04,0116,16,*,76.19,5,*,23.81,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,4,25,0,25,38,63,39.68,1,1
7,09,04,04,0117,22,*,68.75,10,*,31.25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,32,2,34,0,34,34,68,50,1,1
7,09,04,04,0118,24,*,88.89,3,*,11.11,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,1,28,0,28,39,67,41.79,1,1
7,09,04,04,0119,35,*,92.11,3,*,7.89,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,38,1,39,0,39,52,91,42.86,1,1
7,09,04,04,0120,42,*,80.77,10,*,19.23,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,52,1,53,0,53,38,91,58.24,1,1
7,09,04,04,0121,158,*,76.33,49,*,23.67,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,207,16,223,0,223,166,389,57.33,1,1
7,09,04,04,0122,58,*,77.33,17,*,22.67,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,75,4,79,0,79,58,137,57.66,1,1
7,09,04,04,0123,45,*,86.54,7,*,13.46,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,52,1,53,0,53,41,94,56.38,1,1
7,09,04,04,0124,31,*,81.58,7,*,18.42,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,38,5,43,0,43,51,94,45.74,1,1
7,09,04,04,0125,16,*,64,9,*,36,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,3,28,0,28,30,58,48.28,1,1
7,09,04,04,0126,31,*,81.58,7,*,18.42,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,38,1,39,0,39,50,89,43.82,1,1
7,09,04,04,0127,19,*,76,6,*,24,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,2,27,0,27,46,73,36.99,1,1
7,09,04,04,0128,36,*,92.31,3,*,7.69,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,1,40,0,40,46,86,46.51,1,1
7,09,04,04,0129,26,*,89.66,3,*,10.34,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,29,3,32,0,32,79,111,28.83,1,1
7,09,04,04,0130,32,*,84.21,6,*,15.79,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,38,5,43,0,43,33,76,56.58,1,1
7,09,04,04,0131,20,*,76.92,6,*,23.08,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,26,4,30,0,30,50,80,37.5,1,1
7,09,04,04,0132,35,*,79.55,9,*,20.45,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,44,7,51,0,51,37,88,57.95,1,1
7,09,04,04,0133,97,*,65.1,52,*,34.9,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,149,12,161,0,161,145,306,52.61,1,1
7,09,04,04,0134,80,*,78.43,22,*,21.57,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,102,19,121,0,121,75,196,61.73,1,1
7,09,04,04,0135,2,*,100,0,*,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,1,3,0,3,9,12,25,1,1
7,09,04,04,0136,78,*,74.29,27,*,25.71,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,105,0,105,0,105,72,177,59.32,1,1
7,09,04,04,0137,81,*,73.64,29,*,26.36,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,110,6,116,0,116,158,274,42.34,1,1
7,09,04,04,0138,13,*,72.22,5,*,27.78,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,2,20,0,20,19,39,51.28,1,1
7,09,04,04,0139,16,*,69.57,7,*,30.43,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,1,24,0,24,24,48,50,1,1
7,09,04,04,0140,19,*,76,6,*,24,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,2,27,0,27,25,52,51.92,1,1
7,09,04,04,0141,235,*,81.88,52,*,18.12,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,287,13,300,0,300,164,464,64.66,1,1
7,09,04,04,0142,162,*,86.63,25,*,13.37,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,187,8,195,0,195,141,336,58.04,1,1
7,09,04,04,0143,77,*,85.56,13,*,14.44,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,90,10,100,0,100,120,220,45.45,1,1
7,09,04,04,0144,83,*,76.85,25,*,23.15,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,108,7,115,0,115,90,205,56.1,1,1
7,09,04,04,0145,142,*,77.6,41,*,22.4,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,183,10,193,0,193,123,316,61.08,1,1
7,09,04,04,0146,107,*,82.31,23,*,17.69,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,130,7,137,0,137,88,225,60.89,1,1
7,09,04,04,0147,19,*,65.52,10,*,34.48,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,29,4,33,0,33,38,71,46.48,1,1
7,09,04,04,0148,8,*,88.89,1,*,11.11,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,0,9,0,9,26,35,25.71,1,1
7,09,04,04,0149,11,*,91.67,1,*,8.33,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,0,12,0,12,17,29,41.38,1,1
7,09,04,04,0150,21,*,75,7,*,25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,28,1,29,0,29,40,69,42.03,1,1
7,09,04,04,0151,17,*,85,3,*,15,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,3,23,0,23,23,46,50,1,1
7,09,04,04,0152,15,*,71.43,6,*,28.57,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,2,23,0,23,23,46,50,1,1
7,09,04,04,0153,11,*,68.75,5,*,31.25,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,1,17,0,17,23,40,42.5,1,1
7,09,04,04,0154,23,*,92,2,*,8,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,1,26,0,26,32,58,44.83,1,1
7,09,04,04,0155,12,*,85.71,2,*,14.29,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,3,17,0,17,20,37,45.95,1,1
7,09,04,04,0156,7,*,87.5,1,*,12.5,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,0,8,0,8,8,16,50,1,1
7,09,04,04,0157,62,*,60.78,40,*,39.22,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,102,6,108,0,108,85,193,55.96,1,1
7,09,04,04,0158,49,*,59.76,33,*,40.24,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,82,3,85,0,85,78,163,52.15,1,1
7,09,04,04,0159,45,*,56.25,35,*,43.75,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,80,3,83,0,83,54,137,60.58,1,1
7,09,04,04,0160,55,*,55.56,44,*,44.44,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,99,4,103,0,103,74,177,58.19,1,1
